,countries,Funding,counts
18623,United Kingdom,Elena Alessi,1
18624,United Kingdom,Eli Lilly & Co,1
18625,United Kingdom,Eli Lilly Italia,1
18626,United Kingdom,Eli Lilly and Co.,1
18627,United Kingdom,Eli Lilly and Company,34
18628,United Kingdom,Eli Lilly pharmaceuticals,1
18629,United Kingdom,Elizabeth Casson Trust,1
18630,United Kingdom,Elizabeth Shaw and Euphrasia Ebai-Atuh,2
18631,United Kingdom,Elli Lilly,2
18632,United Kingdom,Else Kröner Foundation,2
18633,United Kingdom,Else Stockmann Foundation,3
18634,United Kingdom,Emil Aaltosen SÃ¤Ã¤tiÃ¶,1
18635,United Kingdom,Emil Aaltosen Säätiö,1
18636,United Kingdom,Employees of Saint Luke's Mid America Heart Institute,1
18637,United Kingdom,Endocore Research Associates,1
18638,United Kingdom,Engineering and Physi-cal Sciences Research Council,2
18639,United Kingdom,"Engineering and Physical Sciences Research Council, EPSRC",32
18640,United Kingdom,"Erasmus Medisch Centrum, Erasmus MC",2
18641,United Kingdom,Ethical Committee for Southern Denmark,1
18642,United Kingdom,European Academy of Ophthalmology,2
18643,United Kingdom,European Association for Vision and Eye Research,2
18644,United Kingdom,European Comission,1
18645,United Kingdom,European Commission Seventh Framework Program,1
18646,United Kingdom,European Commission under the Framework Programme,2
18647,United Kingdom,"European Commission, EC",29
18648,United Kingdom,European Community,1
18649,United Kingdom,"European Federation of Pharmaceutical Industries and Associations, EFPIA",3
18650,United Kingdom,"European Foundation for the Study of Diabetes, EFSD",8
18651,United Kingdom,"European Regional Development Fund, ERDF",2
18652,United Kingdom,European Research Council Consolidation,2
18653,United Kingdom,"European Research Council, ERC",3
18654,United Kingdom,European School of Molecular Medicine,2
18655,United Kingdom,"European Social Fund, ESF",5
18656,United Kingdom,European Union Framework Programme 7,1
18657,United Kingdom,"European Union Horizon 2020, Chronic Disease Research Foundation",2
18658,United Kingdom,European Union IMI-SUMMIT,1
18659,United Kingdom,European Union?s Horizon 2020 research and innovation program,2
18660,United Kingdom,"European Union?s Seventh Framework Programme for research, technological development and demonstration",1
18661,United Kingdom,European Union’s Horizon 2020,1
18662,United Kingdom,European Union’s Horizon 2020 InSilc,2
18663,United Kingdom,European Union’s Horizon 2020 research and innovation program,2
18664,United Kingdom,European Union’s Seventh Framework Program,1
18665,United Kingdom,"European Union’s Seventh Framework Programme for research, technological development and demonstration",1
18666,United Kingdom,European-Community,1
18667,United Kingdom,Excellence Funds of Southeast University,1
18668,United Kingdom,Eye & Retina Surgeons,1
18669,United Kingdom,"Eye Associates, New South Wales",4
18670,United Kingdom,Eye Birth Defects Foundation Inc.,1
18671,United Kingdom,"Eye Research Institute, Singapore National Eye Centre",2
18672,United Kingdom,Eye Surgery Associates,2
18673,United Kingdom,EyeHospitalNHS Foundation Trust,2
18674,United Kingdom,"EyeSight Foundation of Alabama, ESFA",1
18675,United Kingdom,"Eyetech Pharmaceuticals, Inc.",4
18676,United Kingdom,F. Hoffmann-La Roche,1
18677,United Kingdom,FACP,1
18678,United Kingdom,FASH,1
18679,United Kingdom,FNIHB,1
18680,United Kingdom,FORGE AHEAD,1
18681,United Kingdom,FP7 People: Marie-Curie Actions,1
18682,United Kingdom,FP7/2007,2
18683,United Kingdom,FRCPC,1
18684,United Kingdom,"Faculty of Medicine Siriraj Hospital, Mahidol University",1
18685,United Kingdom,Familien Hede Nielsens Fond,4
18686,United Kingdom,Farmitalia Carlo Erba,1
18687,United Kingdom,FedDev Ontario,2
18688,United Kingdom,Ferrer,2
18689,United Kingdom,Ferring Pharmaceuticals,2
18690,United Kingdom,"FibroGen, Inc.",2
18691,United Kingdom,Fight Retinal Blindness!,6
18692,United Kingdom,Fight for Sight Denmark,1
18693,United Kingdom,Fight for Sight UK,44
18694,United Kingdom,"Fight for Sight, FFS",27
18695,United Kingdom,Fight for Sight/Royal College of Ophthalmologists,2
18696,United Kingdom,Finnish Ophthalmological Society,1
18697,United Kingdom,Finska Läkaresällskapet,3
18698,United Kingdom,Flinders University,5
18699,United Kingdom,Folkhälsanin Tutkimussäätiö,3
18700,United Kingdom,Fondation De La Rétine Du Canada,1
18701,United Kingdom,Fondation Leducq,5
18702,United Kingdom,Fondation Leducq Network,1
18703,United Kingdom,Fondation Ophtalmologique A. de Rothschild,1
18704,United Kingdom,Fondation Rolland Bailly,1
18705,United Kingdom,"Fondation pour la Recherche Médicale, FRM",3
18706,United Kingdom,Fondazione Beppe and Nuccy Angiolini,2
18707,United Kingdom,Fondazione Cassa di Risparmio di Verona Vicenza Belluno e Ancona,2
18708,United Kingdom,Fondazione Diabete Ricerca,1
18709,United Kingdom,Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico,1
18710,United Kingdom,Fondazione Pisa,1
18711,United Kingdom,"Fondazione Telethon, FT",2
18712,United Kingdom,Fonden til Lægevidenskabens Fremme,2
18713,United Kingdom,"Fonds de Recherche du Québec - Santé, FRQS",1
18714,United Kingdom,For Singapore Epidemiology of Eye Diseases,2
18715,United Kingdom,Foundation,2
18716,United Kingdom,Foundation Fighting Blindness Clinical Research Institute,2
18717,United Kingdom,"Foundation Fighting Blindness, FFB",5
18718,United Kingdom,"Foundation for Cardiovascular Research, FCR",1
18719,United Kingdom,"Foundation for Research Science and Technology, New Zealand",1
18720,United Kingdom,Foundation of AJ Andersen and Wife,2
18721,United Kingdom,Foundation of Carl and Nicoline Larsen,2
18722,United Kingdom,Foundation of Olga Bryde Nielsen,2
18723,United Kingdom,Foundation of Wenzhou City Science & Technology Bureau,1
18724,United Kingdom,"Fred Hollows Foundation, FHF",14
18725,United Kingdom,Friedrich-Baur-Stiftung,2
18726,United Kingdom,Fudan University High-level Talents Program,1
18727,United Kingdom,Fujian Provincial Key Laboratory of Network Security and Cryptography,1
18728,United Kingdom,Fundacion Escola Galega de Administracion Sanitaria,2
18729,United Kingdom,Fundació la Marató de TV3,1
18730,United Kingdom,Fundación Rafael del Pino,1
18731,United Kingdom,Fundamental Research Funds for the Central Universities,3
18732,United Kingdom,Fundamental Research Funds of the State Key Laboratory of Ophthalmology,2
18733,United Kingdom,Fundação Lemann,4
18734,United Kingdom,"Fundação de Amparo à Pesquisa do Estado de São Paulo, FAPESP",9
18735,United Kingdom,"Fundação de Apoio ao Ensino, Pesquisa e Assistência do Hospital das Clínicas da Faculdade de Medicina de Ribeirão Preto da Universidade de São Paulo, FAEPA",4
18736,United Kingdom,"Fundação para a Ciência e a Tecnologia, FCT",2
18737,United Kingdom,Fédération Française des Diabétiques,1
18738,United Kingdom,Fédération des Aveugles de France,1
18739,United Kingdom,GCRF UKRI,12
18740,United Kingdom,GE Healthcare,2
18741,United Kingdom,GI Dynamics,4
18742,United Kingdom,GSK Hellas,1
18743,United Kingdom,Gangstedfonden,2
18744,United Kingdom,GenMedica,1
18745,United Kingdom,GenSight,2
18746,United Kingdom,Genentech,18
18747,United Kingdom,"Genentech, Inc",1
18748,United Kingdom,General Clinical Research Centers,1
18749,United Kingdom,General Practitioners Research Institute,1
18750,United Kingdom,Genetics Department,1
18751,United Kingdom,Genzyme,2
18752,United Kingdom,George Institute,2
18753,United Kingdom,George Institute for Global Health,2
18754,United Kingdom,George and Frances Ball Foundation,2
18755,United Kingdom,German Association of Psychoanalysis and Psychotherapy,2
18756,United Kingdom,German Center for Diabetes Research,2
18757,United Kingdom,German Diabetes Association,1
18758,United Kingdom,German Federal Ministry of Health,2
18759,United Kingdom,German Ministry of Research,2
18760,United Kingdom,Ghana Health Service,2
18761,United Kingdom,Giacomo Marini,1
18762,United Kingdom,Gilead Sciences,7
18763,United Kingdom,Gilead UK and Ireland Corporate Contributions,2
18764,United Kingdom,Giridhar Eye Institute,2
18765,United Kingdom,"Glasgow Caledonian University, GCU",1
18766,United Kingdom,Glaucoma Research Society,2
18767,United Kingdom,Glax-oWellcome,1
18768,United Kingdom,Glaxo Wellcome,1
18769,United Kingdom,Glaxo-Smith Kline,1
18770,United Kingdom,GlaxoSmithKline,1
18771,United Kingdom,GlaxoSmithKline Pharma,1
18772,United Kingdom,GlaxoSmithKline Research & Development,1
18773,United Kingdom,"GlaxoSmithKline foundation, GSK",1
18774,United Kingdom,"GlaxoSmithKline, GSK",17
18775,United Kingdom,"Global Challenges Research Fund, GCRF",3
18776,United Kingdom,Gloucestershire Retinal Research Group,2
18777,United Kingdom,Google,2
18778,United Kingdom,Google Deepmind,2
18779,United Kingdom,Government of the United Kingdom,2
18780,United Kingdom,GrayBug,1
18781,United Kingdom,"Great Ormond Street Hospital Charity, GOSH",2
18782,United Kingdom,Greater Lee’s Summit Healthcare Foundation,1
18783,United Kingdom,Greater Manchester Comprehensive Local Research Network,2
18784,United Kingdom,Grimmke Stiftung,2
18785,United Kingdom,Guangzhou Science & Technology Plan of Guangdong Pearl River Talents Program,1
18786,United Kingdom,Guide Dogs For The Blind Association,1
18787,United Kingdom,Guide Dogs for the Blind Association,2
18788,United Kingdom,Guidedogs for the Blind,2
18789,United Kingdom,Guy's and St Thomas' Charity,2
18790,United Kingdom,Guy's and St Thomas' NHS Foundation Trust,2
18791,United Kingdom,Guy's and St Thomas' National Health Service,2
18792,United Kingdom,Guy’s and St Thomas’ National Health Service Foundation Trust,2
18793,United Kingdom,GyroscopeTx,4
18794,United Kingdom,HDR UK Ltd.,1
18795,United Kingdom,HDRUK,2
18796,United Kingdom,HIEC,2
18797,United Kingdom,HSC R&D Division,1
18798,United Kingdom,HSRU,2
18799,United Kingdom,Haag-Streit UK,2
18800,United Kingdom,Haagse Stichting Blindenhulp,4
18801,United Kingdom,Hacettepe Üniversitesi,1
18802,United Kingdom,Hadassah France,1
18803,United Kingdom,Hammersmith Hospital Charity Trustees,2
18804,United Kingdom,Hans and Marlies Stock-Foundation,1
18805,United Kingdom,Harbor-UCLA Medical Center,1
18806,United Kingdom,Harrow Cardiovascular Research Trust,2
18807,United Kingdom,Hartstichting,1
18808,United Kingdom,Harvard Catalyst,1
18809,United Kingdom,Harvard Clinical Research Institute,1
18810,United Kingdom,Harvard Medical School,1
18811,United Kingdom,Harvard T.H. Chan School of Public Health,1
18812,United Kingdom,Hawthorn Eye Clinic,2
18813,United Kingdom,"Health & Social Care R&D Division, Northern Ireland",1
18814,United Kingdom,Health Bureau of Zhejiang Province,1
18815,United Kingdom,Health Canada,1
18816,United Kingdom,Health Data Research UK,1
18817,United Kingdom,"Health Data Research UK, HDR UK",3
18818,United Kingdom,Health Economics Research Unit,2
18819,United Kingdom,Health Education England Thames Valley,1
18820,United Kingdom,"Health Foundation Limburg, HFL",1
18821,United Kingdom,Health Future Foundation,2
18822,United Kingdom,Health Promotion Research Trust,2
18823,United Kingdom,Health Research,1
18824,United Kingdom,Health Research Authority,2
18825,United Kingdom,"Health Research Board, HRB",6
18826,United Kingdom,"Health Research Council of New Zealand, HRC",2
18827,United Kingdom,"Health Research, HRI",1
18828,United Kingdom,Health Services Research and Development Service Research Career Development Award,2
18829,United Kingdom,"Health Services Research and Development, HSR&D",3
18830,United Kingdom,"Health Systems Research Institute, HSRI",1
18831,United Kingdom,Health Technology Assessment,4
18832,United Kingdom,"Health Technology Assessment Programme, HTA",12
18833,United Kingdom,Health and Care Research Wales,3
18834,United Kingdom,Health and Family Planning Commission of Sichuan Province,1
18835,United Kingdom,Health and Health Services Research Fund of the Hong Kong,2
18836,United Kingdom,Health and Life Sciences at Linnaeus University,2
18837,United Kingdom,"Health and Medical Research Fund, HMRF",2
18838,United Kingdom,Health and Social Care Research and Development Division of the Public Health Agency,4
18839,United Kingdom,"Health and Social Care Research and Development Division, HCS R&D",4
18840,United Kingdom,"Health, Madison",1
18841,United Kingdom,Healthcare and Research Wales,1
18842,United Kingdom,"Heart and Stroke Foundation of British Columbia and Yukon, HSFBCY",1
18843,United Kingdom,"Heart and Stroke Foundation of Canada, HSF",4
18844,United Kingdom,"Heed Ophthalmic Foundation, HOF",2
18845,United Kingdom,"Heidelberg Center for American Studies, University of Heidelberg",2
18846,United Kingdom,Heidelberg Engineering,18
18847,United Kingdom,"Heidelberg Engineering , Aerpio , Allegra , Regeneron",1
18848,United Kingdom,Heidelberg Engineering and CenterVue,1
18849,United Kingdom,"Heidelberg Engineering, Optos, Boehringer Ingleheim",2
18850,United Kingdom,Helen Dawes,1
18851,United Kingdom,Helen Hamlyn Trust,7
18852,United Kingdom,Helmholtz Association,1
18853,United Kingdom,"Helse Sør-Øst RHF, sorost",1
18854,United Kingdom,Helse Vest,1
18855,United Kingdom,Helsingin Yliopisto,1
18856,United Kingdom,"Helsingin Yliopisto, HY",1
18857,United Kingdom,"Helsingin ja Uudenmaan Sairaanhoitopiiri, HUS",2
18858,United Kingdom,Helsinki University Hospital,1
18859,United Kingdom,HemoCue Denmark A/S,1
18860,United Kingdom,Herbalife,2
18861,United Kingdom,"Higher Education Funding Council for England, HEFCE",2
18862,United Kingdom,Higher Education Reform Project of Guangdong Province,1
18863,United Kingdom,Highland Diabetes Institute,1
18864,United Kingdom,"Hindsight Healthcare Strategies, Toronto, ON Valeria Rac",1
18865,United Kingdom,"Historical Society of Pennsylvania, HSP",2
18866,United Kingdom,"Hjartavernd, IHA",1
18867,United Kingdom,Hjärt-Lungfonden,3
18868,United Kingdom,Hobson Foundation,2
18869,United Kingdom,Hong Kong Eye Hospital,2
18870,United Kingdom,Hong Kong Ophthalmological Society,2
18871,United Kingdom,"Hong Kong Special Administrative Region, China",2
18872,United Kingdom,Honoraria – Novartis,2
18873,United Kingdom,Horizon 2020,7
18874,United Kingdom,"Horizon 2020 Framework Programme, H2020",13
18875,United Kingdom,Horizon Pharma,1
18876,United Kingdom,Hospital Clinical Research Program,1
18877,United Kingdom,Hospital Saturday Fund,1
18878,United Kingdom,Hospital [Adelaide,2
18879,United Kingdom,"Human Frontier Science Program, HFSP",1
18880,United Kingdom,Hunan Science & Technology Association,1
18881,United Kingdom,"Hungarian Scientific Research Fund, OTKA",2
18882,United Kingdom,"Háskóli Íslands, HI",1
18883,United Kingdom,ICE-UK,1
18884,United Kingdom,ICMR-INDIAB,1
18885,United Kingdom,ICO-Allergan,2
18886,United Kingdom,INSIGHT,2
18887,United Kingdom,INSPIRED,1
18888,United Kingdom,INSPRE-PHC,2
18889,United Kingdom,IPEPO,4
18890,United Kingdom,IRRP,1
18891,United Kingdom,ISAC,1
18892,United Kingdom,IU Simon Comprehensive Cancer Center,1
18893,United Kingdom,"Icahn School of Medicine at Mount Sinai, ISMMS",1
18894,United Kingdom,Ilaria Barchetta,1
18895,United Kingdom,"Illinois Department of Public Health, IDPH",1
18896,United Kingdom,Imperial College Healthcare NHS Trust,4
18897,United Kingdom,Imperial College London,6
18898,United Kingdom,"Indian Council of Medical Research, ICMR",1
18899,United Kingdom,"Indiana Clinical and Translational Sciences Institute, CTSI",1
18900,United Kingdom,"Informed Medical Decisions Foundation, IMDF",2
18901,United Kingdom,Innocrin Pharmaceuticals,1
18902,United Kingdom,Innovation and Development Project of Hunan Development and Reform Commission,2
