,Funding,counts
3785,Italian National Research Council,1
3784,"Italian Ministry of the Education, University and Research",1
3782,Italian Ministry of Health,1
3781,Italian Ministry of Agricultural Politics,1
3780,Italian Ministry of Agricolture,1
3779,Italian Ministero Sanità,1
3777,Istituto di Ricerche Farmacologiche Mario Negri - IRCCS,1
3776,"Istituto Superiore di Sanità, ISS",1
3775,Israeli Diabetes Association,1
3807,"JJR Macleod Centre for Diabetes, Endocrinology and Metabolism, Aberdeen Royal Infirmary",1
3808,JMDC,1
3809,JMDC Inc,1
3810,JMDC Inc.,1
3847,Japan Diabetes Society,1
3845,"Japan Association for Diabetes Education and Care, JADEC",1
3843,Janssen‐Cilag B.V.,1
3842,Janssen-Cilag BV,1
3841,Janssen-Cilag B.V.,1
3838,Janssen Research Council China,1
3836,Janssen Pharma K.K.,1
3835,Janssen Global Services,1
3834,Jane Kroger Fund,1
3833,Jan Fandrianto Chair Fund,1
3831,James Tudor Foundation,1
3830,James Paget University Hospitals NHS Foundation Trust,1
3829,James Cook University Hospital,1
3828,James Christenson Estate Macular Degeneration,1
3827,"Jalisco S/N, Col. Valenciana",1
3825,Jakobstadsnejden Heart Foundation,1
3824,Jahres Medical Foundation,1
3823,Jafar Hyder Ali Shaik and Sabyasachi Ghosh,1
3822,Jaeb Coordinating Center,1
3819,Jacob and Florence Moses Fund,1
3818,Jackstaedt Stiftung,1
3816,JaMel Perkins Family Foundation,1
3813,JSPS,1
3812,JSOD,1
3811,JP Moul-ton Foundation,1
3938,"Jining Medical University, JNMU",1
3939,Jinyang and Sanlin community health centers in Shanghai,1
3940,Jiyugaoka Medical Clinic,1
4039,Kaiser Perma- nente Southern California,1
4054,Kangrui Intelligent Technology Co.,1
4053,Kanaph,1
4052,Kanagawa,1
4051,"Kamprad Family Foundation for Entrepreneurship, Research & Charity",1
4050,Kamlesh Khunti,1
4049,Kamelia Radeva and Diana Luna Buitrago,1
4048,Kala Pharmaceuticals,1
4047,"KalVista Pharmaceuticals, Inc",1
4044,Kaken Pharmaceutical,1
4043,Kaiser oundation Health Plan,1
4041,Kaiser Permanente Southern California Clinical Research Center,1
4040,Kaiser Permanente Southern California,1
4038,Kaiser Per-manente Southern California’s Clinical Research Center,1
4021,Juvenile Diabetes Research Fund,1
4037,Kaiser FoundationHealth Plan,1
4036,"Kaiser Foundation Research Institute, KFRI",1
4035,Kaiser Foundation Health Plan,1
4034,Kairavi Vaishnav,1
4031,KEGG,1
4030,KANKEIREN,1
4029,KAIST,1
4028,KAIE,1
4027,KADA,1
4026,KACST-UCSD Center for Excellence in Nanomedicine and Engineering,1
4025,K.C. Wong Magna Fund,1
4024,K. C. Wong Education Foundation,1
4055,Kansai Economic Federation,1
4056,Kansai Rosai Hospital,1
4057,Kantar Health,1
4058,Kanzawa Medical Research Foundation,1
4086,Katie Logsdon,1
4085,Katherine Jacobs Environmental Health Initiative,1
4084,Kasumi Widner,1
4083,"Kasturba Medical College, Manipal, KMC",1
4082,Karolinska Institutets Stiftelser och Fonder and Vetenskapsr?det,1
4081,Karolinska Institutet/Stockholm County Council,1
4079,Karolinska Institutet Research Foundation,1
4078,Karolinska Institutet,1
4077,Karolinska Institute Foundation,1
4076,Karolien Hollanders,1
4075,Karmanos Cancer Institute,1
4074,Karlstad Hospital,1
4073,Karl Walter och Jarl Walter Perkléns Foundation,1
4070,Karina Hamilton-Peel,1
4069,Karina D Hamilton-Peel of Envision Pharma Group,1
4068,Karin Sandbergs Stiftelse,1
4067,Karin Feit,1
4066,Karen and Herbert Lotman Fund for Macular Vision Research Foundation,1
4065,Karen Welfare and Phil Hunt,1
4064,Karen Svankjær Yde's Foundation,1
4063,Karen & Herbert Lotman Fund for Macular Vision Research Foundation,1
4062,"Kaohsiung Veterans General Hospital, KSVGH",1
4061,Kaohsiung Chang Gung Memorial Hospital,1
4060,Kaohsiung Armed Forces General Hospital,1
4059,Kao Corporation,1
4022,Juvenile Diabetic Research Foundation,1
4020,Juvenile Diabetes Research Foundation‒Canadian Clinical Trials Network,1
3941,Joan and Irwin Jacobs Family,1
3960,"Johnson & Johnson Brasil, Keyron, Herbalife",1
3974,"Joint Pathology Center, JPC",1
3973,Joint Funds of State Key Program of NSFC,1
3972,"Joint Funds for the Innovation of Science and Technology, Fujian Province",1
3971,Johnson&Johnson,1
3970,"Johnson and Johnson, JNJ",1
3968,Johnson and Johnson and Kanaph,1
3967,Johnson & Johnson-LifeScan-Brazil,1
3966,"Johnson & Johnson, Inc.",1
3965,Johnson & Johnson k.k. Medical Company,1
3964,Johnson & Johnson and Takeda,1
3963,Johnson & Johnson and Bayer,1
3961,Johnson & Johnson Inc.,1
3958,"Johns Hopkins University School of Medicine, Baltimore, Maryland",1
4016,Juvenile Diabetes Research Foundation United States of America,1
3957,Johns Hopkins University Animal Care,1
3956,Johns Hopkins University,1
3954,"Johns Hopkins Medicine, Wilmer Eye Institute, Baltimore, MD",1
3953,Johns Hopkins Institute for Clinical and Translational Research,1
3952,"Johns Hopkins Bloomberg School of Public Health, JHSPH",1
3950,John Sealy Memorial Endowment Fund for Biomedical Research,1
3949,John Radcliffe Hospitals NHS Foundation Trust,1
3948,John Eyers for designing and running the search strategies,1
3946,John A. Hart,1
3945,"Johannes Gutenberg-Universität Mainz, JGU",1
3944,Joel Hoffman Trust,1
3942,Jochum,1
3975,Joint Research Committee of King's College Hospital and Medical School,1
3976,Joint Research Strategy Committee,1
3977,Joint Shantou International Eye Center of The Shantou University,1
3978,"Joint Shantou International Eye Center, JSIEC",1
4014,"Juvenile Diabetes Research Foundation Netherlands, JDRFNL",1
4010,Juvenile Diabetes Research Foundation Canada,1
4006,Juvenile Diabetes Research Foundation,1
4005,Juvenile Diabetes Formation International,1
4004,Juntendo University,1
4001,Julius Clinical Research,1
4000,Jules Thorn Trust,1
3999,Jules Stein Eye Institute and Doheny Eye Institute,1
3998,Jules Stein Eye Institute,1
3997,"Juho Vainion Säätiö, Reppy Institute",1
3995,Jrnhardt Foundation,1
3994,Jr 284 Foundation,1
3993,João Pedro de Magalhães,1
3992,Joslin/Department of Defense,1
3991,Joslin Diabetes Foundation Research Laboratory,1
3989,Joseph Smithies,1
3988,Joseph Drown Foundation,1
3987,Jose Ignacio Abad Vivas-Pérez,1
3985,Jorge N. Buxton MD Microsurgical Education Foundation,1
3984,Jordan Tompkins,1
3983,Jonas Children's Vision Care,1
3982,Joint key project of Yunnan Provincial Department of Science and Technology and Kunming Medical University on Applied Basic Research,1
3981,Joint key project of Yunnan Provincial Department of Science and Technology & Kunming Medical University on Applied Basic Research,1
3980,"Joint United Nations Programme on HIV/AIDS, UNAIDS",1
3979,Joint Special Fund Project of Applied Basic Research of Kunming Medical University,1
4387,Lilly and Company,1
4390,Lincy Foundation,1
3772,Israel Neonatal Network,1
4795,Merck-Serono,1
4810,Miami Veterans Administration Medical Center,1
4808,MiPAF,1
4807,Meyer Foundation,1
4806,Mexican Council of Science and Technology CONACyT,1
4805,Methods and Systems for Vessel Bifurcation Detection,1
4804,Metal Technology R&D and Application Service Institute,1
4803,Metal Technology R&D,1
4802,Metabolomics Core Technology Platform of the Excellence cluster ?,1
4799,Mes Amis Canada,1
4798,Merz Pharmaceuticals,1
4797,Mercur-Foundation,1
4796,Merck-Sharp&Dohme,1
4793,"Merck-Medco Man-aged Care, Merck and Co.",1
4812,Michael Abramoff,1
4792,Merck and Sanofi,1
4790,Merck Sharpe Dohme and Servier,1
4788,Merck Sharp and Dohme,1
4787,Merck Sharp & Dhome Spain,1
4786,Merck Serono,1
4785,Merck Santé,1
4784,Merck SD,1
4783,Merck Manua,1
4781,Merck Frosst,1
4780,Merck Company Foundation,1
4776,"Menzies School of Health Research, MSHR",1
4775,"Menzies Centre for Australian Studies, King's College London, University of London",1
4811,MicEco,1
4813,Michael Adjei,1
4694,Medical Library Aalborg University Hospital,1
4834,Michigan Metabolomics and Obesity Center,1
4848,Midwest Athletes Against Childhood Cancer,1
4847,Midori Health Care Center,1
4846,Midland Counties Eye Infirmary,1
4845,Middle‐aged Academic Leader of Jiangsu College,1
4844,MidWest Eye Bank,1
4842,Mid Yorkshire Hospitals NHS Trust,1
4841,Mid Atlantic Retina,1
4839,Microsoft Research,1
4838,Microsoft,1
4837,Microgravity Science Division,1
4836,"Michigan Technological University, MTU",1
4835,Michigan State University College of Veterinary Medicine Endowed Research Funds,1
4832,Michigan Health Endowment Fund,1
4814,Michael Martin Fund,1
4831,Michigan Eye-Bank,1
4829,Michigan Diabetes Research and Training Center,1
4827,Michigan Center for Diabetes Translational Research Methods and Measurement Core,1
4824,Michigan Affiliate,1
4822,Michael and Ilse Katz foundation,1
4821,Michael and Ilsa Katz Foundation,1
4820,Michael Tabor Foundation,1
4819,"Michael Smith Foundation for Health Research, MSFHR",1
4818,Michael Smith Foundation for Health Research,1
4817,"Michael Reese Health Trust, MRHT",1
4816,Michael Reese Foundation,1
4815,Michael P. McDermott,1
4774,Menkes Fund,1
4773,Menkes Family Fund,1
4770,Menarini Diagnostic,1
4712,Medical Research Service,1
4728,Medical Scientific Fund of the Mayor of the City of Vienna,1
4727,Medical Scientific Fund,1
4726,Medical Sciences at Örebro University,1
4725,Medical Sciences at Orebro€ University,1
4724,Medical Science and technology development Foundation,1
4723,Medical Science and Technology of Henan Province,1
4720,Medical Science and Technology Foundation of Department of Health of Jiangsu Province,1
4718,"Medical Science and Technology Development Foundation, Nanjing Municipality Health Bureau",1
4717,Medical Science and Technology Development Foundation of Department of Health of Nanjing,1
4716,Medical Sci-Tech Innovation Platform of Zhongnan Hospital,1
4715,Medical School,1
4713,Medical Research Support Center,1
4711,"Medical Research Scotland, MRS",1
4769,Menarini Diagnosis,1
4710,Medical Research Project of,1
4709,Medical Research Laboratory,1
4707,Medical Research Fund of Tampere University Hospital,1
4706,Medical Research Foundation,1
4705,Medical Research Council/Wellcome Trust,1
4704,Medical Research Council/Department for International Development,1
4703,Medical Research Council-National Institute for Health Research,1
4701,Medical Research Council International Centre for Genomic Medicine in Neuromuscular Disease,1
4700,"Medical Research Council Canada, MRC",1
4699,Medical Research Council  Neuromuscular Centre,1
4698,Medical Research Council  Centre for Translational Muscle Disease Research,1
4696,Medical Research,1
4729,Medical Scientific Research Foundation of Hubei Provincial Health Commission,1
4730,"Medical Scientific Research Foundation of Zhejiang Province, China",1
4731,Medical Scientific and Technological Project of Henan Province,1
4733,"Medical University School of Medicine, Tokyo, Japan",1
4768,"Memorial University of Newfoundland, MUN",1
4767,Melvin A. Block Family Foundation,1
4766,Melbourne Department of Surgery,1
4765,"Melanoma Research Alliance, MRA",1
4764,"Melanoma Institute Australia, MIA",1
4763,Mehta Family Centre for Engineering in Medicine,1
4762,Meghan Fournie,1
4759,Medtronic Diabetes Minneapolis,1
4757,Medtronic Canada,1
4755,Medpace,1
4754,Medjaden Inc.,1
4753,"Medizinische Universität Wien, Universitätsklinik für Augenheilkunde und Optometrie",1
4751,"Medizinische Universität Graz, Med Uni Graz",1
4750,"Medizinische Hochschule Hannover, Klinik für Augenheilkunde",1
4749,"Medizinische Fakultät, Universität Leipzig",1
4748,"Medizinische Fakultät, Rheinische Friedrich-Wilhelms-Universität Bonn",1
4747,Medidata Solutions Inc.,1
4743,"Medicinska Fakulteten, Lunds Universitet",1
4742,Medicines Company,1
4741,Medicine Science/Engineering Hybrid Project of Shanghai Jiaotong University,1
4739,Medical-Engineering Joint Funds of Shanghai Jiao Tong University,1
4738,Medical science and technology project of Sichuan Provincial Health Commission,1
4737,Medical and Health Research Project of Zhejiang Province,1
4736,Medical and Health Research,1
4735,Medical and Health Platform Project of Zhejiang Province,1
4849,Midwest Eye Bank,1
4852,Midwest Eye Institute,1
4853,Midwest Vision Research Foundation,1
4972,Ministry of Science and Technology,1
4998,"Minjiang University, MJU",1
4995,"Ministério da Educação e Ciência, MEC",1
4990,"Ministère du Développement Économique, de l’Innovation et de l’Exportation du Gouvernement provincial du Québec",1
4989,"Ministère du Développement Économique, de l'Innovation et de l'Exportation du Gouvernement provincial du Québec",1
4987,Ministère de l'Intérieur,1
4986,"Ministère de l'Enseignement Supérieur et de la Recherche, MESR",1
4985,Ministry of the Interior4,1
4984,Ministry of the,1
4983,Ministry of University and Scientific and Technological Research,1
4982,Ministry of Tunisian Agriculture,1
4978,"Ministry of Science and Technology, Republic of China",1
4977,"Ministry of Science and Technology, Madrid, Spain",1
4971,Ministry of Science and Research of the State of North Rhine-Westphalia,1
4948,"Ministry of Health, Labour, and Welfare",1
4970,Ministry of Science and Research of the State of North,1
4968,Ministry of Science and ICT,1
4967,Ministry of Science and Higher Education of the Russian Federation,1
4965,Ministry of Science ICT and Future Planning,1
4964,"Ministry of SMEs and Startups, MSS",1
4963,Ministry of Research-INSERM Programme,1
4962,"Ministry of Public Health, MOPH",1
4961,Ministry of Pharmaceuticals,1
4960,Ministry of Long-Term Care,1
4959,"Ministry of Knowledge Economy, MKE",1
4957,Ministry of Human Resources and Social Security,1
4952,Ministry of Health?,1
4999,Minna James Heineman Foundation,1
5000,Minnesota Lions Macular Degeneration Center,1
5001,Minnesota Medical Foundation,1
5002,Minority Health and Disparities Research Center,1
5033,Moorfields Eye Hospital & UCL Institute of Ophthalmology,1
5032,"Moorfields Eye Charity, London, United Kingdom",1
5031,Moorfields Eye Charity and Fight for Sight,1
5030,Moorfields Eye Charity Career Development Fellowship,1
5029,Moorfields Eye Charity Career Development Award R190028A,1
5028,Moorfields Eye Charity Career Development Award,1
5025,Monash University,1
5024,Monash Health,1
5022,"Mona Vale Eye Centre, New South Wales",1
5021,Molinari Foundation,1
5020,Mohamed Mostafa,1
5019,Mogens and Jenny Vissing's Trust,1
5018,Mochida Pharmaceutical Company,1
5017,"Mochida Pharma Co., Ltd.",1
5015,Mnazi Mmoja Hospital,1
5014,"Miyarisan Pharma Co., Ltd",1
5013,Mitsui Life Social Welfare Foundation,1
5012,Mitsubishi Zaidan,1
5010,Mitsubishi Foundation,1
5008,Missouri Kidney Program,1
5007,"Missouri Botanical Garden, MBG",1
5006,Miss Elizabeth Sloan,1
5005,Mishima Saiichi Memorial Ophthalmic Research Foundation,1
5004,Mishima Kaiun Memorial Foundation,1
5003,Miragen Therapeutics,1
4951,"Ministry of Health, State of Israel",1
4946,"Ministry of Health, Labour and Welfare of the Japan Government",1
4855,Mie University Hospital,1
4876,Ministerio de Ciencia e Innovacion,1
4898,Ministry Science and Technology of China,1
4896,"Ministero dell’Istruzione, Università e Ricerca and Ministero dello Sviluppo Economico",1
4895,"Ministero dell’Istruzione, Università e Ricerca",1
4894,"Ministero dello Sviluppo Economico, MiSE",1
4891,"Ministerium für Klimaschutz, Umwelt, Landwirtschaft, Natur- und Verbraucherschutz des Landes Nordrhein-Westfalen, MKULNV",1
4890,"Ministerium für Innovation, Wissenschaft und Forschung des Landes Nordrhein-Westfalen, MIWF-NRW",1
4889,Ministerio de Universidades,1
4886,Ministerio de Fomento,1
4884,"Ministerio de Economía, Industria y Competitividad, Gobierno de España, MINECO",1
4882,"Ministerio de Economía y Competitividad, MEC",1
4881,Ministerio de Economía y Competitividad,1
4879,"Ministerio de Ciencia, Innovación y Universidades, Government of Spain",1
4875,Ministerio de Ciencia e Innovaci?n,1
4944,Ministry of Health subvention,1
4874,"Ministerio de Asuntos Económicos y Transformación Digital, Gobierno de España, MINECO",1
4873,"Ministerio da Educação e Ciência, Portugal",1
4867,Minister0 della Pubblica Istruzione,1
