,Journal,Document Type,counts
3710,Education therapeutique du patient,Article,1
3639,Drug metabolism and pharmacokinetics,Article,1
3636,Drug investigation,Article,1
3631,Drug discovery today: therapeutic strategies,Editorial,1
3630,Drug discovery today: disease models,Review,1
3629,Drug discovery today: disease models,Editorial,1
3628,Drug discovery today: disease mechanisms,Review,1
3627,Drug discovery today,Short survey,1
3625,Drug discovery today,Note,1
3624,Drug discovery today,Editorial,1
3623,"Drug discovery and evaluation: methods in clinical pharmacology, second edition",Book chapter,1
3620,Drug development and industrial pharmacy,Article,1
3617,Drug design reviews online,Article,1
3616,"Drug design of zinc-enzyme inhibitors: functional, structural, and disease applications",Book chapter,1
3615,Drug design and discovery,Review,1
3614,Drug delivery technology,Note,1
3613,Drug delivery systems for metabolic disorders,Book chapter,1
3612,Drug delivery system,Article,1
3609,Drug delivery and translational research,Editorial,1
3606,Drug benefit trends,Short survey,1
3603,"Dr.w.junk bv publ., den haag",Article,1
3602,"Dr.w. junk b.v. publ., den haag",Article,1
3601,Donald school journal of ultrasound in obstetrics and gynecology,Review,1
3600,Doklady bolgarskoi akademii nauk,Article,1
3596,Documenta ophthalmologica,Erratum,1
3595,Documenta ophthalmologica,Editorial,1
3591,Dmm disease models and mechanisms,Review,1
3638,Drug metabolism and personalized therapy,Article,1
3640,Drug metabolism reviews,Review,1
3709,Education for health: change in learning and practice,Letter,1
3645,Drug research,Review,1
3707,"Edible plants in health and diseases: volume 1 : cultural, practical and economic value",Book chapter,1
3705,Ecohealth,Review,1
3704,Eclinicalmedicine,Review,1
3701,Echocardiography,Review,1
3700,Echocardiography,Article,1
3698,Ebiomedicine,Review,1
3695,Eastern mediterranean health journal,Review,1
3692,East asian archives of psychiatry,Article,1
3691,East african medical journal,Editorial,1
3689,"Ear, nose and throat journal",Article,1
3688,Ear and hearing,Article,1
3685,Eai endorsed transactions on scalable information systems,Article,1
3679,Duodecim,Editorial,1
3677,Dual realities: the search for meaning: psychodynamic therapy with physically ill people,Book chapter,1
3676,"Drugs, driving and traffic safety",Book chapter,1
3673,Drugs of today,Conference paper,1
3668,Drugs in r&d,Review,1
3667,Drugs in r and d,Article,1
3664,Drugs and therapy perspectives,Article,1
3661,Drugs and aging,Article,1
3660,Drugs - real world outcomes,Article,1
3659,Drugs & aging,Review,1
3650,Drug therapy,Editorial,1
3649,Drug testing and analysis,Article,1
3648,Drug target insights,Article,1
3843,Environmental research,Review,1
3845,Environmental toxicology,Article,1
4041,Experimental and clinical cardiology,Conference paper,1
3973,European journal of pharmacology,Erratum,1
3989,European neuropsychopharmacology,Article,1
3988,European neurology,Article,1
3987,European journal of vascular surgery,Article,1
3986,European journal of vascular and endovascular surgery,Review,1
3985,European journal of vascular and endovascular surgery,Article,1
3984,European journal of ultrasound,Article,1
3983,European journal of surgical oncology,Article,1
3982,European journal of scientific research,Review,1
3981,European journal of scientific research,Article,1
3978,European journal of public health,Letter,1
3977,European journal of public health,Article,1
3976,European journal of preventive cardiology,Review,1
3971,European journal of pharmaceutics and biopharmaceutics,Editorial,1
3846,Environmental toxicology and pharmacology,Review,1
3970,European journal of pharmaceutics and biopharmaceutics,Conference paper,1
3968,European journal of pharmaceutical sciences,Review,1
3967,European journal of pharmaceutical sciences,Article,1
3966,European journal of pediatrics,Review,1
3963,European journal of pain (united kingdom),Letter,1
3957,European journal of operational research,Article,1
3956,European journal of oncology,Review,1
3955,European journal of obstetrics gynecology and reproductive biology,Conference paper,1
3950,European journal of nuclear medicine and molecular imaging,Article,1
3949,European journal of nuclear medicine,Article,1
3947,European journal of neuroscience,Note,1
3941,European journal of medical research,Letter,1
3990,European oncology and haematology,Article,1
3991,European pharmaceutical contractor,Article,1
3993,European research in telemedicine,Review,1
3996,European review for medical and pharmacological sciences,Erratum,1
4037,Excli journal,Review,1
4036,Excli journal,Letter,1
4035,Excli journal,Editorial,1
4032,Evrs educational electronic journal,Editorial,1
4030,Evolving systems,Article,1
4029,Evolving role of ai and iomt in the healthcare market,Book chapter,1
4027,Evidence-based practice,Note,1
4023,Evidence-based ophthalmology,Erratum,1
4022,Evidence-based ophthalmology,Editorial,1
4021,Evidence-based ophthalmology,Article,1
4020,Evidence-based nursing,Note,1
4018,Evidence-based medicine,Review,1
4016,Evidence-based medicine,Article,1
4015,Evidence-based healthcare,Short survey,1
4014,Evidence-based healthcare,Note,1
4012,Evidence-based eye care,Editorial,1
4009,Evidence-based complementary and alternative medicine,Erratum,1
4008,Evidence-based complementary and alternative medicine,Editorial,1
4006,Evidence report/technology assessment (summary),Review,1
4005,Euvip 2014 - 5th european workshop on visual information processing,Conference paper,1
4004,European urology,Letter,1
4003,European surgical research,Article,1
4001,European review of aging and physical activity,Review,1
4000,European review of aging and physical activity,Article,1
3998,European review for medical and pharmacological sciences,Note,1
3939,European journal of medical genetics,Article,1
3938,European journal of internal medicine,Letter,1
3937,European journal of internal medicine,Editorial,1
3884,European eating disorders review,Article,1
3881,European archives of psychiatry and clinical neuroscience,Article,1
3879,European addiction research,Article,1
3878,Euromediterranean biomedical journal,Article,1
3877,Eurointervention,Article,1
3876,Eurasian journal of medicine,Article,1
3874,Ethnicity and disease,Note,1
3873,Ethnicity and disease,Editorial,1
3871,Ethnicity & disease,Article,1
3869,Ethiopian journal of health sciences,Article,1
3868,"Etcce 2020 - international conference on emerging technology in computing, communication and electronics",Conference paper,1
3867,Essentials of mesenchymal stem cell biology and its clinical translation,Book chapter,1
3866,Esc heart failure,Article,1
3865,"Esann 2019 - proceedings, 27th european symposium on artificial neural networks, computational intelligence and machine learning",Conference paper,1
3864,Esann 2016 - 24th european symposium on artificial neural networks,Conference paper,1
3863,Ers monograph,Article,1
3862,Ergonomics in design,Article,1
3860,Equilibrium research,Article,1
3858,Epma journal,Letter,1
3857,Epma journal,Editorial,1
3855,Epileptic disorders,Note,1
3853,Epigenomics,Review,1
3852,Epidemiology and infection,Article,1
3851,Epidemiology and health,Article,1
3849,"Epidemiologie, mikrobiologie, imunologie",Article,1
3847,Environmetrics,Conference paper,1
3883,European cytokine network,Review,1
3885,European eating disorders review,Review,1
3935,European journal of inflammation,Review,1
3889,European heart journal,Editorial,1
3934,European journal of inflammation,Letter,1
3933,European journal of inflammation,Article,1
3932,European journal of immunogenetics,Article,1
3930,European journal of hospital pharmacy ,Article,1
3929,European journal of histochemistry,Article,1
3928,European journal of heart failure,Editorial,1
3927,European journal of heart failure,Article,1
3920,European journal of epidemiology,Letter,1
3918,"European journal of endocrinology, supplement",Editorial,1
3915,European journal of dermatology,Note,1
3914,European journal of dermatology,Article,1
3913,European journal of contraception and reproductive health care,Review,1
3912,European journal of clinical research,Article,1
3911,European journal of clinical pharmacy,Article,1
3908,European journal of clinical nutrition,Letter,1
3906,"European journal of clinical investigation, supplement",Review,1
3903,European journal of clinical investigation,Editorial,1
3902,European journal of clinical investigation,Conference paper,1
3900,European journal of case reports in internal medicine,Article,1
3898,European journal of cardio-thoracic surgery,Article,1
3897,European journal of cancer,Review,1
3896,"European heart journal, supplement",Conference paper,1
3895,"European heart journal, supplement",Article,1
3893,European heart journal - quality of care and clinical outcomes,Editorial,1
3892,European heart journal - case reports,Note,1
4557,Graefe's archive for clinical and experimental ophthalmology,Erratum,1
4559,Graefe's archive for clinical and experimental ophthalmology,Note,1
4562,Graefe's archive for clinical and experimental ophthalmology = albrecht von graefes archiv fur klinische und experimentelle ophthalmologie,Letter,1
5078,Indian journal of rheumatology,Review,1
5101,Inflammation and allergy - drug targets,Article,1
5100,Inflammation,Review,1
5098,Infezioni in medicina,Review,1
5095,Infectious disease reports,Article,1
5094,Infectious agents and cancer,Article,1
5093,Infections in medicine,Article,1
5091,"Ines 2019 - ieee 23rd international conference on intelligent engineering systems, proceedings",Conference paper,1
5089,Indonesian journal of electrical engineering and computer science,Review,1
5086,Indicon 2018 - 15th ieee india council international conference,Conference paper,1
5084,Indian pediatrics,Editorial,1
5083,Indian pediatrics,Conference paper,1
5080,Indian journal of sexually transmitted diseases and aids,Article,1
5077,Indian journal of rheumatology,Article,1
5162,Internal medicine journal,Letter,1
5076,Indian journal of radiology and imaging,Article,1
5075,Indian journal of public health research and development,Note,1
5072,Indian journal of physiology and pharmacology,Editorial,1
5070,Indian journal of pharmacology,Review,1
5068,Indian journal of pharmaceutical sciences,Review,1
5066,Indian journal of pharmaceutical education and research,Review,1
5064,Indian journal of pediatrics,Article,1
5063,Indian journal of pathology and microbiology,Letter,1
5062,Indian journal of pathology and microbiology,Article,1
5061,Indian journal of pathology & bacteriology,Article,1
5060,Indian journal of otology,Editorial,1
5059,Indian journal of otology,Article,1
5102,Inflammation and allergy - drug targets,Editorial,1
5103,Inflammation and allergy - drug targets,Review,1
5104,Inflammation and regeneration,Article,1
5108,"Inflammation, advancing age and nutrition: research and clinical interventions",Book chapter,1
5158,Internal medicine,Conference paper,1
5156,Internal diseases,Review,1
5154,Internal and emergency medicine,Review,1
5151,Interaction between neurons and glia in aging and disease,Book chapter,1
5150,Intensive care medicine experimental ,Note,1
5149,Intelligent systems with applications,Article,1
5147,Intelligent systems reference library,Article,1
5146,Intelligent pervasive computing systems for smarter healthcare,Book chapter,1
5145,Intelligent data security solutions for e-health applications,Book chapter,1
5141,Intelligent analysis of fundus images: methods and applications,Book,1
5139,Integrative biology (united kingdom),Article,1
5138,Insulin,Note,1
5137,Insulin,Editorial,1
5135,Insights into imaging,Article,1
5133,Insight - journal of the american society of ophthalmic registered nurses,Conference paper,1
5131,Insight (american society of ophthalmic registered nurses),Review,1
5129,Inorganic and nano-metal chemistry,Article,1
5128,Innovations in systems and software engineering,Article,1
